vendor,country,website,domain,primary_email,all_emails,email_source,email_page,phone,whatsapp,telegram_signal,social,us_signal_on_site,state_mentioned,company_type,sells_direct,research_only,peptide_terms_found,peptide_hits,peptidebase_tier,listed_on,peptidebase_profile,finnrick_profile,finnrick_location,finnrick_products_tested,finnrick_tests,finnrick_status,crawl_status,pages_checked,notes
Bio Bulk Peptides,unknown (not stated on list),https://biobulkpeptides.com/,biobulkpeptides.com,support@biobulkpeptides.com,support@biobulkpeptides.com; privacy@biobulkpeptides.com,website,https://biobulkpeptides.com/,(307) 216-8306; (307) 456-4055,,,,yes,Wyoming,manufacturing_lab,yes,,"5-amino-1mq, aod9604, cjc-1295, ghk-cu, mots-c, nad+, peptide, peptides, tesamorelin",9,,Finnrick,,https://www.finnrick.com/vendors/bio-bulk-peptides,,0,0,active,ok,7,
Bulk Peptides,unknown (not stated on list),https://bulkpeptides.com/,bulkpeptides.com,cs@bulkpeptides.com,cs@bulkpeptides.com,website,https://bulkpeptides.com/,,,,,yes,Wyoming,research_only,,yes,"bpc-157, ghk-cu, ipamorelin, melanotan, mots-c, nad+, peptide, peptides, tb-500",9,,PeptiPrices,,,,,,,ok,1,
Chain Reaction Peptides,unknown (not stated on list),https://chainreactionpeptides.com/,chainreactionpeptides.com,sales@chainreactionpeptides.com,sales@chainreactionpeptides.com,website,https://chainreactionpeptides.com/,,,,,yes,Arizona,research_only,,yes,"bpc-157, ghk-cu, nad+, peptide, peptides, selank, semax, tb-500, tb500",9,,Finnrick,,https://www.finnrick.com/vendors/chain-reaction-peptides,,0,0,Trading,ok_chromium,5,
CX Chengxin,unknown (not stated on list),https://hkchengtian.com/,hkchengtian.com,liuxianggang11@gmail.com,liuxianggang11@gmail.com,website,https://hkchengtian.com/,(852) 538-0538,,,,yes,,consumer_and_research,,,"cagrilintide, cjc-1295, glp-1, peptide, peptides, selank, semaglutide, semax, ss-31",9,,Finnrick,,https://www.finnrick.com/vendors/cx-chengxin,,0,0,Trading,ok,3,
Endura Peptides,unknown (not stated on list),https://endurapeptides.com/,endurapeptides.com,support@endurapeptides.com,support@endurapeptides.com; support@puratekpeptides.com,website,https://endurapeptides.com/,(301) 241-7211,,,,yes,Alaska,manufacturing_lab,yes,yes,"bpc-157, cjc-1295, ghk-cu, ipamorelin, mots-c, peptide, peptides, tb-500, tesamorelin",9,,PeptiPrices,,,,,,,ok,6,
Frontline PNW,unknown (not stated on list),https://frontlinepnw.com/,frontlinepnw.com,sales@frontlinepnw.com,sales@frontlinepnw.com,website,https://frontlinepnw.com/,,,,,yes,Washington,research_only,,yes,"bpc-157, glp-1, nad+, peptide, peptides, retatrutide, semaglutide, tb-500, tirzepatide",9,,Finnrick,,https://www.finnrick.com/vendors/frontline-pnw,,0,0,Trading,ok,5,
GenPeptide Research,unknown (not stated on list),https://genpeptide.com/,genpeptide.com,contact@genpeptide.com,contact@genpeptide.com,website,https://genpeptide.com/,(219) 319-9517; (260) 807-0345,,,,yes,Indiana,manufacturing_lab,yes,yes,"glp-1, mots-c, peptide, peptides, pt-141, retatrutide, selank, semaglutide, tirzepatide",9,,Finnrick,,https://www.finnrick.com/vendors/genpeptide-research,,0,0,Trading,ok,5,
Hubei Jointown Pharmaceutical Group,unknown (not stated on list),https://lffsky28.com/,lffsky28.com,jinlinliu265@gmail.com,jinlinliu265@gmail.com,website,https://lffsky28.com/,(852) 672-3946,,,,no,,manufacturing_lab,yes,,"bpc-157, ghk-cu, mots-c, nad+, peptide, peptides, retatrutide, tesamorelin, tirzepatide",9,,Finnrick,,https://www.finnrick.com/vendors/hubei-jointown-pharmaceutical-group,,0,0,active,ok,7,
ORDER HERE,unknown (discovered via search),https://genx.bio/,genx.bio,contact@genx.bio,contact@genx.bio; conact@genx.bio,website,https://genx.bio/,(558) 337-0790; (844) 445-9292,,,,yes,Texas,consumer_and_research,yes,,"aod9604, bpc-157, cjc-1295, ipamorelin, peptide, peptides, semaglutide, sermorelin, tb-500",9,,repo roster (discovery:outlink:list:musclechemistry.com),,,,,,,ok,7,
Particle Peptides,unknown (not stated on list),https://particlepeptides.com/,particlepeptides.com,info@particlepeptides.com,info@particlepeptides.com,website,https://particlepeptides.com/,(202) 412-8172; (402) 159-2541,,,,yes,,consumer_and_research,yes,,"aod-9604, cjc-1295, ghk-cu, ipamorelin, melanotan, peptide, peptides, selank, semax",9,,Finnrick,,https://www.finnrick.com/vendors/particle-peptides,,0,0,Trading,ok,7,reads like editorial/affiliate site
Peak Lab peptides,unknown (not stated on list),https://peaklabpeptides.com/,peaklabpeptides.com,support@peaklabpeptides.com,support@peaklabpeptides.com,website,https://peaklabpeptides.com/,(605) 524-2800,,,,yes,South Dakota,manufacturing_lab,yes,yes,"bpc-157, cjc-1295, ghk-cu, ipamorelin, mots-c, nad+, peptide, peptides, tb-500",9,,Finnrick,,https://www.finnrick.com/vendors/peak-lab-peptides,,0,0,active,ok,7,
Peptide Healths,unknown (not stated on list),https://yjnovagen.com/,yjnovagen.com,hedudu092@gmail.com,hedudu092@gmail.com,website,https://yjnovagen.com/,(852) 674-7873,,,,no,,manufacturing_lab,yes,,"bpc-157, ghk-cu, mots-c, nad+, peptide, peptides, retatrutide, tesamorelin, tirzepatide",9,,Finnrick,,https://www.finnrick.com/vendors/peptide-healths,,0,0,Trading,ok,7,
PepX Lab,unknown (not stated on list),https://pepxlab.com/,pepxlab.com,support@pepxlab.com,support@pepxlab.com,website,https://pepxlab.com/en/contact,,,,,yes,California,manufacturing_lab,yes,yes,"5-amino-1mq, cjc-1295, epitalon, ghk-cu, ipamorelin, mots-c, retatrutide, tesamorelin, tirzepatide",9,,Finnrick,,https://www.finnrick.com/vendors/pepx-lab,,0,0,Trading,ok_chromium,4,
Premier Bio Labs,unknown (not stated on list),https://premierbiolabs.com/,premierbiolabs.com,info@premierbiolabs.com,info@premierbiolabs.com,website,https://premierbiolabs.com/,(307) 370-2330,,,,yes,California,manufacturing_lab,yes,yes,"bpc-157, ghk-cu, nad+, peptide, peptides, selank, semax, tb-500, tesamorelin",9,,Finnrick,,https://www.finnrick.com/vendors/premier-bio-labs,,0,0,active,ok,7,
Pure Fusion Peptides,unknown (not stated on list),https://purefusionpeptide.com/,purefusionpeptide.com,brad@purefusionpeptide.com,brad@purefusionpeptide.com,website,https://purefusionpeptide.com/contact/,,,,,no,,manufacturing_lab,yes,yes,"bpc-157, cjc-1295, ipamorelin, melanotan, oxytocin, peptide, peptides, tb500, tesamorelin",9,,Finnrick,,https://www.finnrick.com/vendors/pure-fusion-peptides,,0,0,Trading,ok,7,
Pure Lab Performance,unknown (not stated on list),https://purelabperformance.com/,purelabperformance.com,info@purelabperformance.com,info@purelabperformance.com,website,https://purelabperformance.com/,(408) 208-2430,,,,yes,California,research_only,yes,yes,"bpc-157, ghk-cu, glp-1, nad+, peptide, peptides, retatrutide, tb-500, tirzepatide",9,,Finnrick,,https://www.finnrick.com/vendors/pure-lab-performance,,0,0,Trading,ok,6,
Reliable peptides,unknown (not stated on list),https://reliablepeptides.co/,reliablepeptides.co,info@reliablepeptides.com,info@reliablepeptides.com,website,https://reliablepeptides.co/,(702) 908-5825,,,,yes,CA,consumer_and_research,yes,,"cagrilintide, cjc-1295, ipamorelin, melanotan, oxytocin, peptide, peptides, semax, tesamorelin",9,,Finnrick,,https://www.finnrick.com/vendors/reliable-peptides,,0,0,Trading,ok,6,
SupraChems,unknown (not stated on list),https://suprachems.com/,suprachems.com,mllegeorgesand@gmail.com,mllegeorgesand@gmail.com; suprachems@proton.me,website,https://suprachems.com/,,,,,no,,consumer_and_research,yes,,"bpc-157, ghk-cu, ipamorelin, melanotan, mots-c, selank, sermorelin, tb-500, thymosin",9,,Finnrick,,https://www.finnrick.com/vendors/suprachems,,0,0,Trading,ok,6,
AEY Labs,unknown (not stated on list),https://aeylabs.org/,aeylabs.org,support@aeylabs.org,support@aeylabs.org,website,https://aeylabs.org/,,,,,yes,Florida,research_only,yes,yes,"bpc-157, bpc157, ghk-cu, peptide, peptides, tb-500, tb500, tesamorelin",8,,Finnrick,,https://www.finnrick.com/vendors/aey-labs,,0,0,active,ok,6,
Biomax Research,unknown (not stated on list),https://biomaxresearch.com/,biomaxresearch.com,info@biomaxresearch.com,info@biomaxresearch.com,website,https://biomaxresearch.com/,(702) 518-5825,,,,yes,NV,manufacturing_lab,yes,yes,"bpc-157, ghk-cu, mots-c, nad+, peptide, peptides, tb-500, thymosin",8,,Finnrick,,https://www.finnrick.com/vendors/biomax-research,,0,0,Trading,ok,6,
Crownwell Research,unknown (not stated on list),https://crownwellresearch.com/,crownwellresearch.com,support@crownwellresearch.com,support@crownwellresearch.com,website,https://crownwellresearch.com/privacy-policy/,(321) 315-2583,,,,yes,FL,research_only,yes,yes,"bpc-157, cagrilintide, ghk-cu, ipamorelin, mots-c, peptide, peptides, tb-500",8,,PeptiPrices,,,,,,,ok,8,
DC Peptide,unknown (not stated on list),https://dcxpeptides.com/,dcxpeptides.com,dongcheng@dcxpeptides.com,dongcheng@dcxpeptides.com,website,https://dcxpeptides.com/,,,,,no,,manufacturing_lab,,,"glp-1, ipamorelin, peptide, peptides, pt-141, selank, semaglutide, tirzepatide",8,,Finnrick,,https://www.finnrick.com/vendors/dc-peptide,,0,0,Trading,ok,3,
Flourish Global Peptide,unknown (not stated on list),https://flourishglobalpeptide.com/,flourishglobalpeptide.com,flourishglobalpeptide@gmail.com,flourishglobalpeptide@gmail.com,website,https://flourishglobalpeptide.com/contact/,(852) 577-7052,,,,yes,New York,consumer_and_research,yes,,"kisspeptin, nad+, peptide, peptides, pt-141, retatrutide, semaglutide, tirzepatide",8,,Finnrick,,https://www.finnrick.com/vendors/flourish-global-peptide,,0,0,Trading,ok,3,
Fountain of Youth Research,unknown (not stated on list),https://fountainofyouth.bio/,fountainofyouth.bio,support@fountainofyouth.bio,support@fountainofyouth.bio,website,https://fountainofyouth.bio/contact-us/,,,,,no,,research_only,yes,yes,"bpc-157, dsip, ghk-cu, ipamorelin, mots-c, nad+, tb500, tesamorelin",8,,Finnrick,,https://www.finnrick.com/vendors/fountain-of-youth-research,,0,0,Trading,ok_chromium,3,
Heatlh Tide,unknown (not stated on list),https://health-tides.com/,health-tides.com,alexia7438@outlook.com,alexia7438@outlook.com,website,https://health-tides.com/policies/privacy-policy,(852) 647-5741,,,,yes,California,consumer_and_research,,,"cagrilintide, ghk-cu, mots-c, nad+, retatrutide, semaglutide, tesamorelin, tirzepatide",8,,Finnrick,,https://www.finnrick.com/vendors/heatlh-tide,,0,0,Trading,ok,3,
HK Peptides,unknown (not stated on list),https://hkpeptides.net/,hkpeptides.net,aaron@senobiocorp.com,aaron@senobiocorp.com,website,https://hkpeptides.net/,,,,,yes,New York,research_only,,yes,"bpc-157, cagrilintide, ghk-cu, glp-1, peptide, peptides, semaglutide, tb-500",8,,Finnrick,,https://www.finnrick.com/vendors/hk-peptides,,,,,ok_chromium,5,Finnrick retatrutide tests (public sample): 3 pass / 0 fail; Finnrick tirzepatide tests (public sample): 2 pass / 0 fail
Homopeptide,unknown (not stated on list),https://homopeptide.co/,homopeptide.co,info@homopeptide.co,info@homopeptide.co,website,https://homopeptide.co/,,,,,yes,Texas,manufacturing_lab,yes,yes,"bpc-157, glp-1, glp1, peptide, peptides, retatrutide, semaglutide, tirzepatide",8,,Finnrick,,https://www.finnrick.com/vendors/homopeptide,,,,,ok,6,Finnrick retatrutide tests (public sample): 2 pass / 0 fail; Finnrick tirzepatide tests (public sample): 1 pass / 1 fail
Horizon Labs Bio,unknown (not stated on list),https://horizonlabsbio.com/,horizonlabsbio.com,support@horizonlabsbio.com,support@horizonlabsbio.com,website,https://horizonlabsbio.com/,(737) 529-6603,,,,yes,,manufacturing_lab,yes,yes,"bpc-157, ghk-cu, mots-c, peptide, peptides, selank, semax, tesamorelin",8,,Finnrick,,https://www.finnrick.com/vendors/horizon-labs-bio,,0,0,Trading,ok,5,
Lummis Nova Peptides,unknown (not stated on list),https://lummisnova.com/,lummisnova.com,sales@lummisnova.com,sales@lummisnova.com; xtemos@gmail.com,website,https://lummisnova.com/,(987) 654-3210,,,,yes,,research_only,yes,yes,"ghk-cu, mots-c, nad+, peptide, peptides, retatrutide, tesamorelin, tirzepatide",8,,Finnrick,,https://www.finnrick.com/vendors/lummis-nova-peptides,,0,0,Trading,ok,5,
Olympex Solutions,unknown (not stated on list),https://olympexsolutions.com/,olympexsolutions.com,support@olympexsolutions.com,support@olympexsolutions.com; info@olympexsolutions.com,website,https://olympexsolutions.com/,(929) 501-5234,,,,yes,New Jersey,manufacturing_lab,yes,yes,"bpc-157, ghk-cu, ipamorelin, melanotan, peptide, peptides, tb-500, tesamorelin",8,,Finnrick,,https://www.finnrick.com/vendors/olympex-solutions,,0,0,active,ok,7,
Optimun Compounds,unknown (not stated on list),https://optimumcompounds.com/,optimumcompounds.com,support@optimumcompounds.com,support@optimumcompounds.com,website,https://optimumcompounds.com/,,,,,yes,Washington,research_only,yes,yes,"5-amino-1mq, bpc-157, cagrilintide, dsip, peptide, peptides, selank, tb-500",8,,Finnrick,,https://www.finnrick.com/vendors/optimun-compounds,,0,0,Trading,ok,5,
PeptiAtlas,unknown (not stated on list),https://peptiatlas.com/,peptiatlas.com,peptiatlas@peptiatlas.com,peptiatlas@peptiatlas.com,website,https://peptiatlas.com/,,,,,no,,manufacturing_lab,,,"bpc-157, cagrilintide, mots-c, peptide, peptides, retatrutide, semaglutide, tirzepatide",8,,Finnrick,,https://www.finnrick.com/vendors/peptiatlas,,,,,ok,3,Finnrick tirzepatide tests (public sample): 0 pass / 1 fail
Peptide RUO,unknown (not stated on list),https://peptideruo.com/,peptideruo.com,info@peptideruo.com,info@peptideruo.com; radiantchainspeps@gmail.com,website,https://peptideruo.com/,,,,,yes,Georgia,research_only,yes,yes,"bpc-157, ipamorelin, kisspeptin, mots-c, peptide, peptides, sermorelin, tb-500",8,,Finnrick,,https://www.finnrick.com/vendors/peptide-ruo,,0,0,Trading,ok,7,
Renco Chemicals,unknown (not stated on list),https://rencochemicals.com/,rencochemicals.com,contact@rencochemicals.com,contact@rencochemicals.com,website,https://rencochemicals.com/,,,,,yes,Georgia,research_only,yes,yes,"bpc-157, ghk-cu, ipamorelin, peptide, peptides, selank, semax, tb500",8,,Finnrick,,https://www.finnrick.com/vendors/renco-chemicals,,0,0,Trading,ok,5,
"Selank Peptide Injection Dosage: Anxiety, Mood & Cognitive Protocols",unknown (discovered via search),https://seekpeptides.com/,seekpeptides.com,hello@seekpeptides.com,hello@seekpeptides.com,website,https://seekpeptides.com/,,,,,yes,California,consumer_and_research,,,"bpc-157, cjc-1295, ipamorelin, peptide, peptides, semaglutide, tb-500, tirzepatide",8,,repo roster (discovery:result:selank for sale research use only),,,,,,,ok,3,
Sentinel Valor,unknown (not stated on list),https://sentinelvalor.com/,sentinelvalor.com,info@sentinelvalor.com,info@sentinelvalor.com; devin.hite@sentinelvalor.com,website,https://sentinelvalor.com/,,,,,yes,,research_only,yes,yes,"bpc-157, ghk-cu, ipamorelin, kisspeptin, melanotan, peptide, peptides, tb-500",8,,Finnrick,,https://www.finnrick.com/vendors/sentinel-valor,,0,0,Trading,ok,7,
Shenzhen Mikon Biotechnology,unknown (not stated on list),https://mkpeptide.com/,mkpeptide.com,sales@mkpeptide.com,sales@mkpeptide.com; ales@mkpeptide.com; fanny@mkpeptide.com; jecky@mkpeptide.com; michael@mkpeptide.com,website,https://mkpeptide.com/,(336) 541-4469; (755) 210-6289; (881) 188-2883,,,,yes,Massachusetts,manufacturing_lab,,,"cagrilintide, glp-1, peptide, peptides, retatrutide, semaglutide, tesamorelin, tirzepatide",8,,Finnrick,,https://www.finnrick.com/vendors/shenzhen-mikon-biotechnology,,0,0,Trading,ok,7,
Tenghui Biotechnology,unknown (not stated on list),https://tenghuibio.com/,tenghuibio.com,997323827@qq.com,997323827@qq.com,website,https://tenghuibio.com/,(852) 956-4064,,,,no,,manufacturing_lab,yes,,"dsip, glp-1, gonadorelin, peptide, peptides, pt-141, selank, tirzepatide",8,,Finnrick,,https://www.finnrick.com/vendors/tenghui-biotechnology,,0,0,Trading,ok,3,
Xian Yihui Biotechnology,unknown (not stated on list),https://yihuipharm.com/,yihuipharm.com,sales@yihuipharm.com,sales@yihuipharm.com; quality@yihuipharm.com,website,https://yihuipharm.com/,(779) 241-5937; (861) 779-2415,,,,yes,Georgia,consumer_and_research,,,"cagrilintide, ghk-cu, glp-1, peptide, peptides, retatrutide, semaglutide, tirzepatide",8,,Finnrick,,https://www.finnrick.com/vendors/xian-yihui-biotechnology,,0,0,Trading,ok,5,
Zero Variance Labs,unknown (not stated on list),https://zerovariancelabs.com/,zerovariancelabs.com,support@zerovariancelabs.com,support@zerovariancelabs.com,website,https://zerovariancelabs.com/,,,,,yes,California,research_only,yes,yes,"cjc-1295, cjc1295, glp-1, ipamorelin, mots-c, peptide, peptides, tesamorelin",8,,Finnrick,,https://www.finnrick.com/vendors/zero-variance-labs,,0,0,Trading,ok_chromium,5,
7x Quality Tested Bac Water Don't ruin a $300 peptide on gen,unknown (discovered via search),https://purebac.com/,purebac.com,sales@purebac.com,sales@purebac.com; wholesale@purebac.com,website,https://purebac.com/privacy-policy/,(720) 610-3500,,,,yes,Kansas,research_only,yes,yes,"bpc-157, cjc-1295, ghk-cu, ipamorelin, peptide, peptides, tb-500",7,,repo roster (discovery:outlink:list:peptidedeck.com),,,,,,,ok_chromium,5,
Ace Labs,unknown (not stated on list),https://acelabs.pro/,acelabs.pro,sales@acelabs.pro,sales@acelabs.pro; acelabslist@mailfence.com,website,https://acelabs.pro/,,,,,yes,,research_only,yes,yes,"bpc-157, peptide, peptides, retatrutide, semaglutide, tb-500, tirzepatide",7,,Finnrick,,https://www.finnrick.com/vendors/ace-labs,,0,0,Trading,ok_chromium,5,
Aevum Bio,unknown (not stated on list),https://aevumbio.shop/,aevumbio.shop,aevumbio@proton.me,aevumbio@proton.me,website,https://aevumbio.shop/,,,,,no,,manufacturing_lab,yes,yes,"bpc-157, ghk-cu, nad+, peptide, peptides, tb-500, tirzepatide",7,,Finnrick,,https://www.finnrick.com/vendors/aevum-bio,,0,0,active,ok_chromium,4,
Ameano Peptides,unknown (not stated on list),https://ameanopeptides.com/,ameanopeptides.com,info@ameanopeptides.com,info@ameanopeptides.com,website,https://ameanopeptides.com/,(877) 312-1560,,,,no,,manufacturing_lab,yes,yes,"bpc-157, ghk-cu, ipamorelin, nad+, peptide, peptides, tesamorelin",7,,Finnrick,,https://www.finnrick.com/vendors/ameano-peptides,,0,0,active,ok,3,
BioHax Labz,unknown (not stated on list),https://biohaxlabzresearch.com/,biohaxlabzresearch.com,support@biohaxlabzresearch.com,support@biohaxlabzresearch.com; support@webador.com,website,https://biohaxlabzresearch.com/,(877) 766-3039,,,,yes,Texas,research_only,yes,yes,"cagrilintide, ghk-cu, ipamorelin, peptide, peptides, sermorelin, tesamorelin",7,,Finnrick,,https://www.finnrick.com/vendors/biohax-labz,,0,0,active,ok,4,
Bourbon Peptides,unknown (not stated on list),https://bourbonpeptides.com/,bourbonpeptides.com,support@bourbonpeptides.com,support@bourbonpeptides.com,website,https://bourbonpeptides.com/contact/,,,,,yes,Kentucky,manufacturing_lab,yes,yes,"bpc157, cagrilintide, cjc-1295, ghk-cu, ipamorelin, peptide, peptides",7,,Finnrick,,https://www.finnrick.com/vendors/bourbon-peptides,,0,0,Trading,ok,6,
BPC-157 Capsules | Irvington New Jersey | Peptides,unknown (discovered via search),https://formulaterx.com/,formulaterx.com,hello@formulaterx.com,hello@formulaterx.com,website,https://formulaterx.com/,(407) 707-9797; (407) 972-1010; (877) 340-0042,,,,yes,Florida,compounding_pharmacy,,,"ghk-cu, nad+, oxytocin, peptide, peptides, pt-141, sermorelin",7,,repo roster (discovery:result:BPC-157 for sale research use only),,,,,,,ok,4,
